Rating,Ulasan
1,game burik banyak dark sytemnya terutama di pulau jawa paling banyak dark sytemnya sinyal lag lag ga jelas kntl
5,wah aku baru main langsung dapat blazing Layla
1,"game ga jelas,exp zhask mage 2,tank esme dongoo,game buat orang gila"
5,permudahkan jalan ku oke ton
1,"game goblokkkk masa tiba jadi nglag, padahal sinyal ijoo, goblokk banget"
5,pokonyah mantap
1,ngasi tim yang seimbang tolol cape gua
1,game gk layak di mainin percuma main terus buang waktu menang kagak Klah iya
1,"game sampah, draf pick ngak pernah benar"
1,game tolol sisitem matching gak adil mending main hok
1,GAME DRAK SISTEM APUS AJA GAME NYA PLISSS BIKIN PUSING
1,game apa ini main jam 10 sampe jam 3 nga ada peningkatan kalo buat team yang setara pangkatnya monton masa mythic honor ketemunya mythic romawi gimana si buat game yang bnr lah
1,sistem guoblokkkk
3,ini kenapa stak di loading aja gak bisa login
1,GAME TAIIIIIII..... PENCOCOKAN LAWAN DENGAN TIM TIDAK SESUAI
1,TIDAK ADA KEADILANYA DALAM GAME MENDING GAME INI HAPUS DARI PLAY STORY AJA GAME TIDAK ADA KEADILANYA YANG NGATUR MONTON TOLOL
1,"pembagian tim tidak seimbang, lebih baik solo player bertemu sesama solo player"
1,lu anj
1,kelamaan spawn abis mati ny
2,"hahahhaha,,,,,funny moonton funny developer !!!!! BAD GAME !!!!!!"
5,Bagus
1,penuh player tolol
1,gila emang game terbaik sistem yang sangat adil bayangin dari mitik 50 ke legend 4 bintang 2 setres bet jier lah
1,"Imbangin lagi ini game lawak banget, player solo ketemu duo bucin gak jelas, dapet trio2 kadal main ngasal. apa lah ini game makin lama makin gak jelas. ketemu musuh jago2 dapet kawan kek ayam sayur. pikirkan lagi tuh game supaya setara playernya"
1,Monton ba bi an nak ha ram
5,hp ku ngeleg klok maio rendah kan lah jaringan nya sesuai hp kmi
2,"tolong bgt klo mauny player lu bertahan di game lu, lu ga usah rese ama player nya yg apa² dikekang sama algoritma, gw main hampir di semua mode itu pasti pola ny sama, 3 atau 5× win..next match nya pasti kalah bahkan kek wajib bgt gimanapun caranya biar gw kalah harus ketemu sama player darksistem, yg gw curiga itu buzzer lu yg sengaja disuruh ngerusuhin player yg lagi ws, ga asik tau ga lu hah kek gitu, oh iya BENERIN LAGI SISTEM BUAT REPORT PLAYER YG JELAS"" HARUS DIHUKUM TAPI GA KENA HUKUM"
5,Aku main ini sejak kecil
1,bagus dan mengesankan tentang Hero Hero mobile legends
1,min kalok ad buqq jaringan tiba tiba ngeleq bilang dong lagi warr malah ngeleq giliran mati baru lancar jaringanya
1,babi
1,"game anehh setingan menang 3 x lose 4 x buang"" wktuuu game haaampasss"
1,game rusak jangan didowload kalo gamau stres
1,game ga jelas di kasih tim ga bener semua
1,game tolol kebanyakan orang2 egois
1,game anjink dikasi temen bot mulu taikk males gua maen game kek gini bngst
1,makin ke belakang game ini kayak ta.i..skin doang di banyakin match gak di benerin
5,mantap monton gw pengen lostrek monton😃😃 bercanda monton gua kasik bintang bintang lima gua mao di kasik bintang brp monton😃😃
1,ngeleg bgt monton sekarang jaringan nya
1,Game gak jelasss.....Game pelitt
5,👍
1,game bobrok...game rusak...game tidak jelas...hanya merusak waktu dan jam tidur anda...tidak ada manfaatnya merugikan diri sendiri dan orang lain...banyak orang rusak jam tidur gara gara ini game...banyak hp dibanting karena ini game...dimana letak bagusnya ini game...hanya menguntungkan pihak Moonton tidak dengan kita
1,"game sampah, lawan tidak seimbang, game bikin kesel, pengen banting hp gara gara game ini,"
5,Aplikasi gem yang sangat menghibur
1,"APLIKASI PALING TOLOLL, SETELAH TIKTOK"
5,sangat seru gk busenin
1,battlefield yang gak seimbang
1,apa sihh game gjls stuck loading di logo mobile legen
5,Seru sekali
5,"tolong aja nih yah buat temen"" pemula yg baru mau main, usahain main dng skill yang sesuai tier yah, jng joki soalnya pas kalian main dng hightier itu ngaruh ke matching nya alhasil klian jdi beban tim"
1,efef booyah
5,seru
3,moonton harus perbarui data padahal data udh full data lawak moonton
5,"game playnya bagus, tapi sering kejadian bug sinyal ngelek, pdahal pinknya bagus, tapi tetap ngelek, tolong dihilangin ya montoon"
1,"game anj bukan menghibur malah bikin sakit hati anj main solo dapet tim gak jelas mulu ketika dapat tim bagus malah jaringan sering ngeleg anj emang,gk kyk 2thn yg lewat walaupun solo masih enak dri pada sekarang,gua udh puluhan juta topup nyesal rasanya ny anj kyk gini.ngertiin dikit dong org yg introvert yg gk bisa bikin partyan, emang puki lu admin ml anj"
5,mantap jiwa
1,"Makin lama, makin aneh ini game, ancur banget di keseimbangan match solo player. Ya kalo sama sama jago atau sama sama bego gitu masih mending, ini udah musuhnya jago, tim sendiri kayak baru belajar main. Berat gendong tim aneh. Banyak player toxic juga, Bukannya bikin senang dan santai di waktu luang, malah nambah stres klo main game ini."
1,kebanyakan event matchmaking rusak game kontoll !!!!!!!!!! gamee rusakk emang match making rusak gamee idiottt asuuu
1,"gausa kau bikin event banyak"" ngasih tim yang bener dulu,draft ga seimbang tim isi badut smua kau pikir gua main cuman buat kalah apa main seminggu naik kaga,kau serius lah ngasih tim nya"
5,saya sangat suka dengan mobile legend bang bang
1,sistem sangat buruk
1,game nya bikin orang stres
1,"perbaiki sistem solo nya, perbandingan kemenangan 1:5 ,, 1 menang 5 kalah, parah"
5,siiiip.... ya
1,aku benci game ini masa nginduh harus meng hpus game lain
1,"Game ga jelas, matchmaking ga seimbang dikasih tim dark system trus"
1,pukiiiiiiii Gw udah lama offline Waktu gw main lagi Kepemilikan Squad udah di pindahkan ke orang lain bngst padahal gw yg bikin pake duit gw mewmew develop bngst dengerin dong🤬😡🤬😡😡
5,Good game!!!
1,geme idiot dpt tim gilk di trol aja tolong di kondisikan lah monton yang ngtrol ngtrol inii
1,game aneh
1,AJG KALO GUA WS JANGAN LU KASIH LS BERKALI KALI AJG
1,"isinya dark sidtem tok...banyak botny., ping ijo gameny ngelag.."
1,geme rusak akun gua ketemu time bot tros
2,"untuk moonton, tolong perbaiki dulu sistem jaringannya jangan buat skin Mulu banyak yang terkena gangguan jaringan (sebentar² lag) itu kenapa ya banyak yg bahas gangguan jaringan itu, Ampe banyak yg kena gangguan jaringannya"
5,keren
4,minta tambah skin hylos plis. masak hylos dikit banget skin nya.
5,"bagus banget buset,bikin kepala makin pecah😇,makasi yang udah nyiptain ML.karena ML bikin aku sadar kalo didunia ini kita harus perbanyak sabar+istigfar.iloveML"
1,game babi
1,game tidak mendidik.game rusak.mending hapus aja ini game
5,bagus
1,"sama seperti judi online, ini game settingan system wkwkwk"
1,draft yg tdk seimbang
2,"jaringan sering hilang mendadak,tpi pas keluar lancar2 aja tuh,masuk lagi gk bisa juga...sengaja yh bikin afk krna gw trlalu pro"
1,alah berat aplikasinya
5,gim analog gokil
1,gak adil cok
1,game tolol ngasih tim ngk jelas
1,monton tolong jangan kasih musuhnya jago kalau timnya bot ga seimbang lah aneh juga kesel bener saya monton tolong monton
1,tolong diperbaiki lagi untuk sinyal di dalam game la game pp
2,Suka keluar sendiri lagi tanding game nya kenapa yah apa kah gak cocok sama hp saya mau masuk lagi loding nya lama lagi tau2 kalah dan terdektesi apk cape deh.
5,game sampah
1,pin jaringan hijau 15 mpbs smpai 10 signal. signal bagus tpi kenapa tiba tiba melekat gak bisa begerak padahal signal normal bagus agak laen emang
1,kenapa sih sekarang mobile legends makin ga enak maininnya selalu kawannya selalu ga sesuai
5,gamenya bagus waupun lose 21× mohon ditambahkan dark sistemnya agar lebih menantang
1,"Game tolol, draft pick rusak"
1,gem drak sistem gem anjing gem babi
5,Tolong Ilagin Draksistem🙏
2,Jangan kasih lostrek lah bang
5,ok
1,Malay ngestag padahal HP enak
1,Alhamdulillah sudah ada manajemen datanya
1,ku niatin bikin akun banyak2 untuk report game ini penipuan bye bye
2,monton parah banget di kasih tim yg troll mu
5,okelah
1,ML=HAMA MOONTON=HAMA GAME GJLS BANYAK DRAK SISTEMNYA APALAGI ADA BOCIL NAFSU HAYPER DRAK SISTEM SEMAKIN MENJADI JADI
1,game moba apa ini woilah 😭
5,game GK ada lawan
1,BANYAK JAWA BEBAN. MERESAHKAN. GK BISA MAIN. HUKUMAN GK BERLAKU UNTUK ORANG JAWA. JAWA JAWA JAWA
1,ngelag parah bikin gk nyaman main sekarang . semenjak colab sama naruto mainya patah patah . ram 8gb room 256gb ini broo samsung ini broo . kalau bikin player main patah patah mending ku hapus saja game ini gk berguna bgt gk bikim nyaman
5,biasa aja
5,kasih aku skin naruto lukas l
5,tolong perbaiki masalh hp kami macet
5,game apa ini jaringan nya kayk apa lah tolong di perbaiki lah jadi bikin emosi
1,game anomali
2,tim beban malas aku main dapat tim beban + dapat tim dark sistem
5,sangat menantang
5,seru
1,draksitem
1,game pao
1,"Game rusak, tidak ada yg menyenangkan memainkan game ini"
5,mantuliti
5,Fahir
5,permainan ini sangat bagus dan menarik
1,sangat mengecewakan
5,game yang membuat otak semakin fresh
1,game murahan cuman bisa bikin orang kalah aja!!!
1,game tolol monyet ah
5,skin Naruto
1,"kalo bisa bintang o sih jangan main gem ini lu bisa gila tau ga, lu di kasih tim nya ga bakalan jago , pasti di kasih kalah trus"
5,ml itu bgs
1,"pelihara aja tuh penjoki, biar makin banyak dark sistem berkeliaran, orang main game buat ngilangin penat malah jadi stress..."
5,game aneh kasih tim GK seimbang pas mau naik tier di kasih dark system Menang sekali kalah lima kali game GK jelas unistal aja
5,MLBBxNaruto mantap
1,Game Sampah
1,saya sangat kecewa terhadap monton karna saya tidak pernah menang
1,"Gane tololllll nggak ad kemajuan dari dulu sama aj dpt temen yang g ad bapk semua, devolopernya yatim piatu"
5,oke
5,game baguss namun musuhnya kurang keras
1,kenapa tim musuh sangat pro tpi tim ku cupu??
1,sorry gua kasi bintang 1 gua player dari thn 2018 maen ml....tapi skrng smnjak bnyak penjoki rasanya tersiksa player solo tuh ktmu akun jokian...last rank oke high tpi skilnya masih epic...ga setara...dari build dan item aja ga ngerti...lama² game ini bukan plampiasan buat havefunn tpi sbaliknya bkin nmbah stresss...
1,gem bikin setres banyak drak sistem
1,jangan di dowload kalok main musuh nya gak adilll jangan di dowload aku udah laporarin beberapa kali tetep musuh nya gak adil nonton bang**
1,drak s nya kebanyakan
5,Mantap
1,game sampah GK masuk akal capek capek main ujung ujungnya kalah dapat tim GK logis GK ngerti main bodo nya minta ampun system matchmaking GK adil tim sendiri kek ppk tim lawan ex 300 cuih GK adil bnget game ampas 👎
1,game gj
1,game rusak apa ni Tim ny ga bener
5,mntap bg
1,"teruntuk moonton,kalo ngasih team gua jangan dark sistem, sedangkan lawan lu kasih jago,dan lu ngasih gua team dark sistem,"
5,"Bisa dapat tim bot,tapi seru ajaa"
1,bang kok ml masih suka drak sistem bang ngeselin banget bang suka menang kalah ngestak di GM doang mohon untuk di perbaiki ya bang monton
1,Monton tidak bisa memikirkan player lain saya sudah kalah 10 kali ml sangat buruk
1,monton saya lostrek 25 kali menang 2 kali ijin pindah game
1,"game moba yang bikin muntah karena kecurangan match marking nya, 5 vs 6 , 1 vs 9, system match marking mendeteksi solo player pasti di curangi & lose streak"
1,banyak map hack sekrng monton gmn ini script2 Di YT berkeliyaran seharus nya game nya lebih ketat lagi rugi top up klo maij nya banyak chiter
1,"Developer pilih kasih, kebanyakan dark system, Konsumen joki makin banyak, Rank pada tinggi tapi skill pada gapunyaa!!!"
1,game ramah player anak baik rajin menabung
1,game tai
1,"Game gak jelas, match making nya gak imbaang, banyak dark sistem"
1,"GAME TAIK COLLAB DOANG TAPI MATCHMAKING GAK ADIL, GW LAPOR PLAYER FEEDER GK PERNAH DIGUBRIS SAMA DEV MAUPUN CS.. BANYAK PLAYER PAKE RW DAN KECURANGAN LAINNYA TIDAK DIPERDULIKAN. TOLONG KEDEPANNYA SISTEM NYA DIPERBAIKI DI RANK, GW SEBAGAI PLAYER SOLO DAN OLD SANGAT KECEWA.. SEMOGA DIBACA KALAU TIDAK BUTA MATA DAN BUTA HATI.. SEKIAN TERIMA KASIH."
4,savege cuma sekali gua 😂😂😂
5,kadang ngeselin kadang ga
3,lawan nya yang setara lah
1,KLo ngasih tim yg bener ngasih tim yg tolol ² ngasih lawan yg jago ²mending saya hpus aja gm ini gm tolol membuat setres aja
5,lumayan
1,game ga jelas dikit2 lag padahal sinyal bagus
1,raumom we ton ngekei musoh ra miker pek we
1,game ini sudah rusak aku aja main cuma kalah menang kalah menang segitu aja truss sampai bertahun tahun rank yg kita naikin malah menetap di tempat sama aja tidak di mainkan bikin emosi ganggu kerjaan buat kita terlambat berstirahat tiba2 sakit gara2 game begitu lah game ini jika anda mendownload nya dan memainkan nya
5,gem ini kurang bagus karena gara gara kredit skor nya rendah GK bisa main rank saya kecewa bangat
1,ls mulu
1,game biadab. katanya mendukung pertarungan yg adil lah ini knp tim gue ampas semua kocak. minimal klo solo digabung ny sm yg solo jngn digabung sm yg party. klo jago mah gpp lah ini poke semua.
5,sangat suka bermain game ini sata harap tidak semua pemain game ini toxic
1,Hapus donk dark sistem ya. kebijaksaan ya mana ni?
3,GAMEE ASUUUU NI SISTEM MONTON GMNA NGASIH TIMM NYAA SIII LS 10 KALI YA AMPUN TOLONG LAHHH
5,Ahasandiatu
2,gabisa login oy
5,grafiknya udah mulai bagus dan banyak skin koleb
5,mantapp
1,Match matching benerin biar seimbang TOD
2,monton asuk Drack sistem tolong di hapus lah capek gua Lose Streak terus ajg
4,menghibur
5,"sangat seru, game ini tidak membuat saya stres, sangat seru!!😹"
1,banyak dark system nya guys jangan main
1,woii asuuu luu ngasih team yg benerr kontollll guaa gendong teruuss asuu
1,game sampah
5,bagus
1,sampah
1,"Keterlaluan sih. Sering lag dalam pertandingan, apalagi saat pertarungan sering kali lag /freeze!! Sering sekali pengguna game menggunakan cheat, yang membuat permainan tidak lancar dan layar berkedip-kedip!! Saya kecewa sekali karena kurang perbaikan!!"
1,"jangan download game ini,game aneh,game ga jelas,bagi tim aja gak benar,masa tim gue bot musuh nya pro,game bikin orang stress,tuh teman gue jadi orang gila gara lu,karena turun naik Mulu rank nya,kalo buat game kaya game sebelah,skin udah pelit,bintang juga pelit,game apa sih lu,salam dari player yg udah stress main ML"
2,DM nya kok kurang yaaa...saya topup
1,game Mlbb makin kesini makin jelek selalu terkendala di jaringan leg patah patah padahal sinyal bagus ... parah.
1,jangan harap ngsih bintang 5 game ga mendidik .biakin naik darah aja . kebanyakanplayer goblog
1,"Capek masa udah 5bln masih di epic aja. sulit capai rank.. sudah di atur montoon, naik 1 bintang turunya 3 bintang. pantesan temen gua dr th 2018 sampai skrg masih lagend aja."
1,"pertandingan yg tidak adil, dibikin losetreak, udh dpt momen bagus malah dibikin lag. masa lag satu team"
5,game nya bagus dan seru🤩🤩🤩🤩😍😍😍😍😍😍😍😍💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗
1,game ga jelas asuuu
1,percuma
1,monton tolol ngasih tim buta game bikin emosi
1,"game babi mentingin fitur, kalo ngasih tim itu yang bner dapet tim dark sistem Mulu sedangkan dapat musuh kaya pro player semua tiap kali main selalu kalah dapat tim bot gak kaya game sebelah, emang game babi"
1,sistem kontak gm ampas gw cuma relogin gara' unistal di kira ga pake perangkat yang sama cuma gara' ip
1,moonton ajg masa udah bbrpa hari gw dikasih tim bot mulu sampe ls abis bintang😡😡
1,"di ban muluk anjg, typing lirik lagu doang anj. ""winning tears baby"" itu aj di bn. baper bgtt lu monyet. di cs malah eror sampah."
1,bagus ( dasar game ppk LS mulu anj9 kasi WS kek moonton )
3,moonton knpaa saya di kalahkan Terus
5,ngelag bngsat
1,"data nya sering ilng"""
1,sistem matchmaking yang tidak seimbang
1,"2 hari lose streak, bukannya naek bintang malah tambah turun"
4,seruh baget gem inj
5,oke
1,paling kesel kalau main rank pasti ketemu musuh yang jago mana tim sendiri gak bisa main cape main ketemu tim dark sistem
1,"semakin hari semakin lama monton sudah tidak asik lagi banyak yang sudah menjadi korban jaringan yang jlk , saya sendiri seperti itu setiap maen jaringan jlk , padahal penyimpanan aman aj , semenjak apdet koleb sm Naruto semua jdi berubah,saya ingin pensi dari ml ,sudah cape maen jaringan nya jlk trs ini hari ke 46 jaringan saya jlk trs"
1,"kenapa ya, kok lelet banget pas main, padahal hp ku ram 12 loh, penyimpanan aja 512GB, tapi pas main, jaringannya susah aja, padahal main ff lancar lancar aja, apa MLBB udah kayak produk gagal? norak banget, jaman udah canggih gini, masih aja apk nya lemot, susah bergerak, padahal jaringanku bagus, main ff lancar aja, main PUBG juga lancar lancar aja, kenapa MLBB lelet, lambat, dan kadang gak berfungsi digulir speednya, mengecewakan, dan terlalu norak, ketinggalan jaman, masih aja kayak jaman dl"
1,moonton game gak adil tim beban susuh gg
1,Ini game bagus tapi kalau kekurangan nya terletak di sinyal dan ketidak seimbangan tim jadi monton tolong perbaiki ini
1,muntun mohon diperhatikan lagi kenapa saya main sinyalnya selalu merah pas war langsung jumping gajelas sampe saya ganti kuota tetep aja ngelag jaringannya padahal sebelumnya gak pernah lag
2,banyak sakali yg di troll sama player lain Tapi hukuman nya kurang baguss
1,game haram jangan di download anj bikin stress ni game
1,"game rusak dapet tim bot terus, musuhnya jago² semua.. tapi tim sendiri berasa main ama computer"
1,"kalo bikin game yg bener,klo ngga niat bikin game gausah di bikin.maen solo dapet tim troll mulu.sekaliny dapet tim bagus,dapet musuhny yg jago bgt.""TOLONG DIPERBAIKIN SISTEM PEMILIHAN TIMNYA"""
3,jaringan tolong di kondisikan jangan cuman gamenyaa di perbagus jaringan tolong yaaa moonton
1,"game ga jelas kalo skin di keluarin Mulu tapi jaringan ga pernah di benerin kadang gua suka ngeluh sama jaringan nya ping dikit langsung ga bisa gerak kayak habis kuota padahal jaringan di luar game bagus bagus aja, buat moonton tolong lah jaringan nya di perbaiki biar parah player lain tidak ngeluh"
1,kalau gw main sekali lagi malah kalah gw hapus ini game
1,monton makasih
4,Setelah update sinyal delay udah pake data+wifi masih delay dan pingnya naik turun mohon diperbaiki percuma pake penguat klw masih delay sama aja
1,makin lama makin asal teman dalam rank ya .dan juga kredit skor anda kurangi terlalu bnyak .sedangkan buat naikan kredit skor itu lama .makin laku makin bnyak tingkah aturanya y
5,seru bisa multiplayerrrrrrrrrrr yeyyy main Ama adek Ama teman
1,Game rusak
1,Matchmaking unfair
1,game ny bagus..TPI dpt tim g jls sperti babi g ad otak ny g jls
1,yang bener ae dah baru juga mau masang album login ulang terus sampe 3 kali loh sumpah yang bener ae monton gimana ini hah woi benerin lah lama amat ini bug nya ganggu sumpah sampah timnya
1,woi lah apus dark sistem monton ksian cw gua di troll mlu
1,game tolol
3,setiap hari ketemu gk jls
1,"Dark sistem, matchmaking tak adil, banyak player yg pake cheat, trs apa apa mesti harus bayar.... jangan didonlod nanti stress"
3,"apakah moonton ini,kenapa aku gak masuk lagi,padahal aku mau main,aku turunin lagi bintangnya 3 yah,kalo aku bisa main baru kasih 5 bintang lagi"
5,nerf hero gloo
1,woi kasih tim yang bener anjng
5,good👍
1,kasih tim buta map mulu
1,"game tolol, busuk bgt sistem match matchingnya🤬"
1,gua selalu depet tim deraksistem
3,skin
1,MLBB ASU ASUASUASUASUASUASUASU
1,"terima kasih moonton game ny bagus, saya suka"
1,"sudah banyak yg ngeluh bintang dan keluhan gak penting baginya suka suka yang bikin game komen pun percuma karena gak mungkin di baca bintang pun gak penting baginya suka suka lah yg bikin keluhan pemain game ini ibarat hiburan baginya yang main game ngeluh gak tau nya yg bikin malah ketawa"" kan gak lucu sabar ya yang main kalau banyak keluhan itu adalah ibarat ujian."
1,"knp aku selalu dapet tim BOT terus sihhh, sedang kan musuh nya selalu yang jago jago kek gak adil gitu looooooo"
5,menurut gua game nya seru dan menarik gak ada yg aneh b aja kok
5,"game ini sangat sangat bagus, rank saya dari mitik bintang 16 tiba tiba kalah terus sampai saya turun legend, tolong banyakin lagi kekalahannya"
1,"Game kikir, peduli kalo ada saingannya doang"
5,game mobile terbaik di dunia damnn langsung saja top up ke oura store
1,bagus banget setiap main solo di kasih dark sistrm kalo mabar di kasih musuh keras bagus banget nih geem tapi saya saran kan tidak mendonlod mlbb ini karna cma bisa buat stres
5,SALIM😂😂😂😂😂😂
5,bagusss
1,"ml skrg terlalu byk bot,egois,pick Hero asal asalan GK pikir player lain kecewa saya main ml 7 thn"
5,"game seru, game ramah"
5,"seru gme ml , dpt skin/Hero gratis"
5,bagus
5,game nya asik seru banyak event skin gratis download sekarang jangan sampai ketinggalan
4,game bikin orang masuk RSJ
1,"Game nya udah berat banget nggak kayak dulu, dulu HP ram 3 aja kuat sekrang udah nggak"
1,"game ini ,makin sini makin gak seru banyak pemain ngetroll,mending pindah game sebelah.."
1,"game aneh, udh beli paket kuota, tp lag mulu, gk dirumah gk dimna aj, gimna bisa win lag mulu"
1,matching nya benerin dong gak adil banget bintang 48 setim sama bintang 26 waras kah????????
5,suka
1,apalah moonton hp gua kentang monton malah seenaknya nambah mb terus Sampek 3 GB Kon***bujanginam
5,👍
1,gua baru naik malah di turunin jelek gua malah di kasih drak sis tem jelasin dong ton jelekkkkk
1,monton ngeselin banget untuk player dark sistem tolong di hapus kasih musuh yg se imbang anj+9
5,"hehehe haloo, entah kenapa gw kasih bintang 5, padahal gw sering ngamuk+nangis² sendiri pas lose streak tapi moonton itu baik kok kalian pasti dikasih lose streak dulu,habis itu bakal win streak lohh, aku awalnya lose streak 2× habis itu wins streak 4×, moonton kasih kita tim yg agak beban agar kita tahu arti perjuangan, thx papih moonton 🥰👉👈🙏"
1,game gaadil gw dapet tim yg tolol mulu ga prnh akur musuhnya jago trs aneh gaadil mending maen hok
5,like good
1,kontollll
1,oi monton gua lostrek Mulu kasih menang napa pelitt amat
5,"Kerenn bangett,sangat menyukainya"
1,game toxic
5,mantap
1,"game gjls, dikasi tim gjls terus tapi musuhnya jago aneh"
5,monoton kasih aku tim yang bagus kalo gk aku kasih bintang 1
5,ML kesukaanku
5,game ini sangat seru lalu bisa bermain bersama teman
1,game jelekkkkk
1,gamenya bagus colab nya keren keren cuma ada banyak bug di luar ataupun didalam gameplay contohnya ketika loading mau masuk battle sering keluar sendiri dan mapnya jadi pink lalu suka ngelag ngelag tolong di perbaiki ya
1,Jangan kasih darg sistem montoon plissssssssssss mau naik ke legend aja kayak nunggu blak hole tabrakan baru naik
1,"buat yang mau nambahin stres cocok buat main ini game. Bnyak dark sistem, banyak erro sama bugnya bisa""nya gua lagi enak enak main tiba tiba lwnnya gampang banget buat dikill padahal sebelumnya susah ada perlawanan tpi tiba""ngga ada trus tim lawan sama tim sendiri suka mati karna turet trus ada notif erro tidak diketahui yah gua terpaksa relog tapi pas mau masuk lagi itu lamanya hampir satu abad padahal udah 100% udah susah"" naikin bintang malah kna dark sistem cocok buat yang mau nambah stres"
1,om moonton tolong di perbaiki untuk permainan mobile legend.. sejak update kolaborasi Naruto.. di game nya kenapa selalu patah patah ketika war atau jalan sementara jaringan bagus
1,game seru tapi kalo kurang 1 bintang kasih tim nya yg bener bikin gak mood main naik turun naik turun pantes aja kdm bilang yg main mobile legend di bawa ke barak militer gara gara kalo lagi kalah di kasih kalah Mulu
5,mantap gemenya
5,sangat menyenangkan..😁😄
2,"oi montoon kau kasih tim yg adil, masa tim gw honor perbatasan lu kasih lawan yg glory pake otak dikit yaaa PP"
1,"Mengajarkan kesabaran dan strategi jitu.... Bikin pusing emosi, menyebalkan"
1,semakin tidak jelaz ini game sering keluar sendiri
1,meniruhonor ofkinkg
1,lu bisa ngasih musuh yang waras gasih ajg?
1,"Hadeh.... masih banyak bug ini game, bisa-bisanya map, tombol skill, tombol jos stick, tombol quick chat, tombol recall, tombol spell, tombol regen, ikon item, dan fitur lainnya di in-game mengalami ngebug saat permainan berlangsung. Belum lagi tulisan yg tiba-tiba hilang, perbaikin dah itu. Jangan fokus ke skin-skin dan event doang, padahal bug masih banyak!!!!!!!"
5,ngasih tim yg bener lah monton kadang ga seimbang sama tim lawan gw kasih bintang 5 biar cepat di betulin sistem nya
1,game rusak 💔
5,Mobile legend sangat seru apalagi ulang tahun kita dirayakan oleh monnton terimakasih monnton😀
1,game rusakkkkkk
1,tll sia ainh di ber nu poke pke teu bisa imo aing monyet
1,main AOV lebih seru bng gk ada drak sistem
5,sering jatuh jatuh sinyal
1,gamenya bagus tetapi saat saya ingin download gamenya dia terus di 0 % padahal jaringannya bagus jadi mohon diperbaiki ya🙏🙏🙏
3,Udah lumayan ngak ngelag lagi tapi bisa ngak kalau kasih musuh yang pas moonton tolong aku udah berjuang tapi kenapa sepertinya itu sia2 😥aku ingin sekali mithick😥😭
1,"game sampah setiap main tim dark sistem terus pas kalah terus gw dapet mvp bintang aku tetap turun, tolong di perbaiki game nya"
1,parah bintangnya gw kurangin 4 puck
5,GOOD
5,monton ini game apa ? kok menyenangkan sekali Saya sangat stess
5,Suka ngeleg sinyal nya
5,game nya bagus👍
5,bagus parahhh
1,"game sampah, matchmaking sampah"
1,buat montoon tolong lah kita download itu GK gratis klok mau ngasik team itu yg bener lh jgn di darksystem terus yg di kasik jgn skin doang di gratisin kasik lh team yg sepadan kita capek montoon di game HOK GK ada darksystem kek kau montoon terima kasih
5,"game nya bagus, eventnya tumben sama Naruto biasanya bukan skin kolab, tapi tolong kasih tim yang sepadan"
5,KASIH TIM YG BNER MONTOL
1,matchmaking ngacok epic 2 dikasih lwn mitik sama legend sedangkan kn ti di kasih full epic.epic 5 lagi .mana keadilan nya montoon.keluhan player gk di dengar.
5,game paling bagus di alam semesta
1,game gak jelas
5,"game nya sangat bagus tapi tolong ya tolong bagt ya papi moonton yang saya hargain, kalau ngasih lawan itu yang ngotak dikit jangan kasih lawan pro timnya beban, daripada pensi semua gara gara stres mikir bintng yang naik turun terus bintang nya, tolong ya papi moonton"
1,tolong banned player2 yg trol
1,game makin jelek ajah makin parah berat ajh masa jaringan bagus masih lemot benar benar prah...bikin kecewa...
1,woi montoon dari sistem tolong dihapus. pencarian permaian sampe 3 menit sekalinya ketemu malah gk ada yg masuk permaian. gitu terus sampe 4 pencarian lebih kalo gk niat bikin game gausah bikin.
1,tolong montoon kalo kasih tim yang merata jangan lu kasih yang dark sistem di tim gwh tim musuh bagus bagus gwh kalah 30 kali pekara lu kasih tim ga merata tolong di baca di benerin
4,"lama lama gw udah muak sama lu moonton, gw setiap main hampir kalah semua, liat tuh efek skill balmond special, tipis banget, malahan lebih tebal yang no skin efek skill nya, gw minta revamp tuh skin, kalo gw udah tau ke efek skill balmond special itu gw gak milih balmond special yang gw udah mencapai ke kolektor senior itu, map Konoha aja gak bisa di pakai sama gw, nyesel balmon special itu, kok lama lama gw pengen matiin lu moonton, gw cuman afk 1kali kredit skor gw yang berkurang 10,capek gw"
2,Game nya banyak dari sistem. Dan sinyal yang gak normal. Padahal sinyal saya bagus dan memori saya tidak penuh tapi masih aja ngerasa ngelek jadi tidak nyaman saat bermain rank kalo gini
4,"gamenya sangat bagus, tapi sedikit ngeleg"
1,Ga adil kasih tim yang ga setara
1,"woi burik ml, setiap gua pake Hero yg berpotensi kasih gua menang dengan skill gua, kenapa lu bikin lag trus gua di bilang afk lah ini lah padahal ulah sistem lu sendiri tanggung jawab lah,trus setiap ada update data update gua yg kemarin kemarin lu hapus semua dan di bikin lag trus jaringan gua padahal bagus gimana ini!?"
1,"JEELEKKKKKkkkkKk BANGET,,SINYAL 4G ATAU WIFI JELEK NYA SAMA..BUG BGT FULL LEG...TOLONG DIBPERBAIKI"
2,tilong perbaiki jaringan nya masa pink ijo ngelag2 suka menghubung kan ulang
