Rating,Ulasan
1,game goblok
5,performa sinyal atau jaringan yang tidak stabil bikin semua player pindah ke game sebelah.....
1,monton gak adil aku udah 100000 kali lose udah 4 season tapi masih stuck di legend😡😡😡😡
1,gem burik sinyal ngelek mulu temen draksistem nggak layak dimainin
5,pengguna nya sangat ramah bintang 5😍☺mana pada sopan lagi ngucapin salam😇😇😇masyaallah ta barakallah🤗🤗cobain dehhh 😋😋
5,aplikasi ini seruu sekali fan banyak skin dan update
5,Game nya seru banget tapi semoga kedepan nya bisa update
2,"dah lah capek main game ini, setiap menyelesaikan pertandingan trus mau main lagi harus rilog dulu baru bisa main, capek main 1x rilog, main lagi, rilog lagi, semakin lama semakin aneh aja ni game ml"
2,"sudah semingu saya main MLBB mengunakan kuota ulmitid gaming xsis, setelah nya gak bisa lagi bermain mengunakan kuota ulmitid gaming xsis Ini gimana tolong mas monton di periksa lagi ya,untu kalian ini bintang 2 dulu ya kalo suda di perbaiki saya kasih bintang 5 sekian terimakasih asalamualaikum."
1,terus aja kasih losetreak dengan tim anomali
2,"maen ml sekarang, suka ketemu trol terus, udah maen nya ga jelas, pas udah kalah malah nyalahin temennya, ml banyak drak sistem tolol."
5,HIDUP EMEL
5,plis lah aku capek udah begadang demi biar bisa glory malah di turun kan ke bintang 30 aku capek
1,"march making nya ga jelas masa se tim di kasih yang Wr Nya 48 persen ini yang di sebut match making adil? lawannya WR nya pada gede-gede dia atas 55 persen, udah gitu pas selesai pertandingan match & menang malah gak dapet bintang di lihat di riwayat juga ga ada, dari dulu gak ada perubahan ni game."
5,Gamenya seru kadang2 saking serunya gw ampe lempar hp apalagi kalo ketemu sistem hitam beh bengkok HP gw
1,apalah monton...menang dikasih sekali..klah dikasih 5x...kpan naik rank gw kek gni...dksih teman pda bdoh semua...gk adil...gk usah main ml lagi kelen..di bodoh²i aja ma ni game...capek doang yng dpet.
5,Bintang lima
2,"JARINGAN JELEK BANGET PAS DI DALAM GAME PADAHAL JATINGAN 4G FUL, TOLONG DI BENERIN LAH GUA LAGI WAR TIBA TIBA LAG MULU"
1,jaringan bagus jalan jalan sendiri buriqqq
1,selalu aju banding keseimbangan player malah di kasih player bot Mulu KLO rani
2,stuck load 100/100 di tutorial
1,setelah lama saya pensi makin kacau match nya apalagi di rank epic legend yg buat aneh itu match di epic dan legend dimana musuhnya mytic ke atas dan parah nya tim saya legend epic sedangkan musuh nya mytic honor saya asli loh sampe cek cek satu satu akun tim dan musuh dan ternyata memang ga adil bener bener acak bahkan aneh nya di rank tinggi itu match nya kebanyakan ketemu boot sedangkan rank menengah ke bawah itu lebih sulit dibandingkan rank atas. ini yg di sebut adil?
5,bintang 5 tapi player nya sering berkata kasar tolong di banned
1,game tolol musuh nya gg
5,permainan yang sangat asik 👍👍
5,menghilangkan gabut
5,gw main ml lgi cambeg
5,sangat bagus
2,"Main solo seharian sampe malam,bukan nya naik ranked nya malah netap aja kaya awal,menang kalah menang kalah,win sreak 8 kali,lose streak 12 kali,game buang2 waktu,pas ketemu tim musuh afk terus surender gak dapat apa kan rugi di waktu kaya gitu,harus nya klo ada yg afk minimal kasih point perlindungan,sebenar nya malas main semua hero mm yg bagus di nerf kaya moskov attack speed moskov ampas sekarang,apa lagi lesley tuh lebih ampas gak bisa imbangin mm lain."
1,"heran deh sllu bermasalah sama jaringan nge lag muluu, pdhl sinyal stabil hp jg ga panas kuota banyak , wilayah jugaa bukan tmpt terpencil , lama² muak gara² jaringan buruk selalu"
5,game ini sangat seru
1,selalu kasih tim jelek dan musuh yg jago ga ngotak
1,di kasih dark sistem mulu tolol
1,game ga jls anj tai
5,mobile legends sangat seru dan aku bisa memilih Hero maap kalau sedikit😅
1,"mau login aja GK bisa, padahal signal Wi-Fi kenceng, data saluler sampai ratusan giga. pantes diberi rating dibawah 4. jika berhasil loginpun Sekarang matchmaking saat rank kok lama sekali. Melebihe waktu perkiraan ditemukan. Tulisanya 19 detik tapi saya tunggu sampai 1menit lebih belum dapat."
5,AKU KASIH BINTANG 5 BUAT GEME TERCINTA SEBENERNYA AKU MASIH LEJEN 2 BINTANG 4 AKU TUH PENGEN BANGET MCTIC ANDAI MONTON BISA KASIH AKU MCTIC SEBELUM SEASON OKE SAMPAI SINI DLU YA BY BY
1,ora seimbang BLAS tim me tim ku koyok kirek musoh koyok onic pinggen tak hapos gem me
1,"sebenarnya udah bagus sih,tapi kalo ngasih musuh yang seimbang dong,masa udah main semaleman cuma nambah satu bintang kan ga wajar"
1,"SINYAL DI PERBAIKI LAGI WOII, BUKA APK LAIN LANCAR2 AJA PAS MAEN NI GAME DROP MULU SINYAL,"
5,bagus tapi ada banyak dack sistem nya tolong dikurangi
1,di game ini gw cma di jadiin buronan
5,good job..
1,game haram nya ini bagus nya jaringan TPI main game ini bisa leg jaringan bujang
5,assalamualaikum izin papi ad akun yang nama nya Zoya& dan itu teman saya dia sekarang udah pergi ke surga izin ya monton assalamualaikum
5,game nya bagus tapi tolong di kurangin drack sistem nya ya 😊🙏🏻
1,game buriq
5,ini gimana moonton masa sebelum update terbaru grafik masih bisa ultra tapi setelah update malah hilang!!! TOLONG DI JAWAB!!!
1,game perusak jiwa
1,karena afk 1 kali gak bisa rank
1,bayak bug gw gak bisa relog udah tim nya banyak drak sistem pula pokonya ini game gak bagus buat bocil mending main ff
5,Collab dong dengan Naruto Shipudden & Timnas Indonesia kayak Game Sebelah FF 😂 #NoModal
2,"setelah adanya update settingan grafis, pertandingan jadi agak lag. padahal sebelumnya main di grafis tinggi aman aman saja tidak lag sama sekali tapi setelah ada update settingan grafis kualitasnya terasa seperti medium padahal settingan grafis sudah rata kanan namun malah sering terjadi lag"
5,bagus
1,masa tiap main team ga ada yang jago giliran lawan jago' game ga jelas
4,gk kok itu pas pertama main kolo lama seru jadi nya
5,gak bisa masuk game
1,game halal
5,lumayan
1,di kasih tim ga bener terus ajg game apa ini Cok bikin stress
2,gara gara ml saya kehilangan orang tua karna sering main ml muluh sering lostrek main ml muluh dan lupa jaga ayah lagi sakit dan saya gah mau lagi main ml sering lagi apalagi main rank kapok seribu kapok
5,permainan nya seru bgt👍
5,"gamenya bagus udah mah gua dapet skin zilong luckybox gratis, ya walaupun trial tapi bikin gua seneng dan nambah percaya diri buat dapet gelar top global, tapi plislah ada even baru, selesaikan misi dan dapatkan diamond gratis, kayak itu, jadi selesaikan quest yang disuruh tapi gampang misinya kayak selesaikan 5 pertandingan, terus yang lain yang gampang,dapet diamondnya seratusa buat satu misi,semoga dibaca"
5,bagus aja
2,Aku losestreak muntun
1,jika kalian tidak mau gila atau stress jangan download game ini adek gw sampai stress maen game ini 😡
1,game bagus tapi sistem buruk gw selalu ketemu dark sistem pas gw mau glory malah di ketemuan sama bocah sun yg main nya ga jelas ini game bagus nya di event doang sistem nya jelek
3,"di akun saya tidak ada galeri silvana,padahal di akun teman saya ada. mohon dibenarkan"
1,"banyak player troll, sistem report ga guna"
1,lu knp dah monton udah mau season malah lost strek maksudnya apa coba kalo ngak niat ngasi gue menang sekarang juga gue hapus masa dari semalam kalah kalah trus padahal 6 hari lagi season Lo kok gini amat sakit hati jadinya main gini trus ngak ada kemenangan sama sekali jangan gitu lah gue juga pengen hiburan kalo ini bagus gue puji monton tapi kalo gini sakit hati gue di baca monton ulasan gue jangan abaikan gue capek kerja Tampa ada hiburan kata nya mlbb game seru ini malah buat sakit hati
1,"ga jadi gw kasih bintang 5,soalnya udah jelas jelas ada yang ngetroll di tim terus direport malah hakim silvananya bilang player tidak bersalah. lawak!!!"
1,"pantas saja player banyak yg cabut , DARKSYSTEM makin jadi , MATCHMAKING ampas , tim GAK JELAS , match gak SEIMBANG , banyak dah yg bikin player pada ogah main , jadi sementara gak RESPECT !!!!!!!"
5,suka banget
1,"Gamenya kadang sering lag padahal jaringannya hijau, terus juga dilei bgt klo main"
5,bagus seru
5,seru
5,"Buat yg main game ini minimal device menengah ke atas, kalo dibawah rata rata yg sabar aja rawan ngeframe ngelag, overall mantap, dark sistem lebih di perhatikan moonton"
1,monton kikir
2,"tolong bag nya di hilangin setiap mau login ada tanda akun nya di pake orang lain, padahal aku pribadi ngak ada orang lain selain gua"
5,mlbb Naruto
1,game nya susah sama musuh nyebelin plis lah dia larang gua naik rank jadi aku kasih bintang 1 karena musuh nya nyebelin
1,tidak baik main ka
2,susah ganti akunnya 😑
5,game favorit saya
1,untuk pihak Moonton tersayang tolong dong colector 3 jangan ada lucky boxnyaa 😔
5,"gamenya bagus banget ,ak main hampir mau kalah wkwkwkwkwk"
1,akun saya di ambil orang. mohon bantuannya moonton
5,saya semenjak main mobile legend says merasa nyaman kamu harus main ini
1,moonton event meownya ga muncul di akun saya saya minta tanggung jawab atas semuanya padahal unduhan sudah semua🙏🏻
1,game bosok
1,Gua lose streak dari 75 sampai 55 asuu
3,habis update malah sering ngefram nggak jelas
1,Perbaiki matchmakingnya itu gak adil banget loh masa banyak pemain baru yang lawan mantan glory dan mythic. seharusnya level celestial juga ikut ngaruh dalam matchmaking supaya pemain baru gak ketemu pemain lama yang mainya lebih jago.
2,"woy montoon gue ga berkata kasar tapi di ban 30 hari apa coba gue mati terus di laporin feder padah gue kan jadi tank apalah ini montoon,"
4,baguss
5,ini adalah salasatu gem kesukaan saya saya sangat suka bermain ml dan ff
1,game t4i algoritma nya ngeri sekali kalah langsung kalah lagi bagus sekali uninstall sori
1,game dadjal jan di mainin
5,menarik dan permainan yang bagus
5,"game bagus, i love you muntun 🥰😘"
1,"gabisa matchmaking padahal jaringan wifi lancar, jadi gabisa main padahal pengen main moonton perbaiki masalah ini lah"
1,Jelek
1,kurangin lagi dark sistem nya lah yang bener kalo bikin game jangan isinya dark sistem ditambah sinyal bagus tapi malah ngeleg
1,"game gajelas tolol, maen solo di kasih lawan ga imbang, lawan nya jago tim nya dongo, apaan tau kek gitu, ga boleh toxic tapi tim nya bikin emosi, maen 4 jam cuma nambah 1 bintang"
1,monton curang in public nya
5,tolong dark sistem nya perbaiki
1,aku ydk dibkaaih menang am aklbama montoon
1,saya udah los 5 kali masih aja kalah kocak
1,"Banyak player2 rank rendah yang menggunakan jasa joki game sehingga sangat menyusahkan tim, dan juga kontrol yang suka nyangkut"
1,Bye bye moonton aku pindah ke hok dulu ya pokeee
5,aku ingin membuat saran yaitu tolong kasi skin ke phoveus kasian di buli terus 😭
5,ini sangat seru sekali
1,"Game nya sangat seru!!! .tapi saya kalo main suka dikasih tim yg dark system dan musuh yang mantan immortal,glory,sama honor tolong saya kasih tim bagus sama musuh yg dark system sekian .maaf aku kasih bintang 1 karena aku suka lose treak karena tim aku serius tim nya gak serius"
1,"Solo kena trol bisa-bisanya ber-lima role sama semua, Duo dapat Trio lol, Trio dapat duo bucin, Party Lima serasa turnamen apalagi ketemu penjoki. belum lagi player banyak toxic."
2,"Masih banyak dark sistem, bintang 2 dulu"
1,"Kasih tim gk jelas PP, musuh glory imo tim Mawi honor. padahal rank ku imo , system solo gj bb"
5,gamenya seru dan hd pokoknya
1,"kenapa sekarang game ini skrng banyak lagnya dibanding patc² sebelumnya skrng jaringan full,pake wifi sama aja padahal jaringan ga ada masalah,hp gw Samsung a55 5g tpi ttep aja sama,tolong moonton diperbaiki sistem² yang seperti ini."
5,bintang 5 deh soalnya mau mendengarkan usulan player nya. jadii rispek lah
5,Saya sangat suka bermain mobile legends saat saya bosan saya sarankan bermain ini saat waktu kosong
1,masa game nyh kaga bisa login
4,sangat bagus 👍😊😊
1,"Sinyal saya bagus tapi sayang di moonton lag, padahal posisinya lagi main rank"
5,menurut saya gameny sudah bagus game playny juga udh bagus updateny gk terlalu banyakk jaringany stabil dan juga oke cmn ad 1 masalah. Jadi ad itu yg namany akun nosep no sepakt nah kami jb ngambil akun orng dri ress uncheak yg v2l on jdi saya mohon v2l on mending di fix ajalah biar gk terlalu heboh banget gitu jb kmi salam dari SWIZZ NOSEP
5,game membuat stress🤬
5,bagus👍
1,moonton pelit !!!
5,makin di update makin bikin emosi... bukan nya makin ringan malah tambah berat... lag... padahal hijau... sedih banget... padahal buat hiburan malah ujung nya bikin nek emosi... apalagi kalau sudah masuk ke tier honor... tolonglah.. HP ku dah memori internal sebesar 128 masa gak mampu menerima permainan ini semakin asik
5,pokonya mantap..
2,oke gue maaf kan kebiasaan admin Monton tapii jangan kasih saya teman aneh tipa main ml entar saya naik kan reting bintang yah sekarang itu aja tapi pelis jangan kasih saya penjoki saya capek saya jadi susah tidur
3,apalah monton akhir season awal season ketemunya lawan jago jago tim dark sistem
2,MOONTON LU GANTI SISTEM KUALITAS /GRAFIS NYA GUA JADI GAK BISA MAIN GRAFIS TINGGI LOH
1,gamenya sudah bagus walupun aku sudah hapus game nya karena setiap kurang 1 bintang naik ke rank yang lebih tinggi pasti selalu kalah
1,udah myiticcc malah di kasih tim yg modal caper ke cowok
2,aku kasi bintang 1 moonton gara gara aku kalah bae main game butut kayak mobilegends aku ga mau main game lagi ah game burik
5,mewah
5,game moba terbaik
5,Enak banget kalo main.
3,"kecewa dengan permainan terkadang main solo dpat team dari sistem, bot, level kecil, dan di kasih musuh gk seimbang dgn team saya, saya harap montoon lebih memperhatikan lagi agar player ML tidak kecewa"
5,"Seru bangetttt no iklann, Hero nya banyakkk bangetttt,dannn pastinyaaa seru² bengetttt wajibbb di download siii ini gamee"
3,ko aneh sih udh update malah gaada pitur ultra nya main nya jadi ga enk di liat tauu
5,"saya sukaa, tapi kadang ada orang jago jadinya kalahh😀😀"
5,"bagus hero+skinnya banyak yg gratis apa lagi buat pemula di akunku yg ini aku punya moskov=epic, zilong=epic, esmeralda=allstar dan banyak lagi semua itu aku dapet gratisan MOONTON THE BEST DEH POKOKNYA"
1,"apa nih woi game ngebug, tutor bikin event dekk, masa di hp gw gaada event nya di hp orang ada, AKU MARAH WOII😡😡😡."
1,"Banyak drak sistem, gk pernah di ksih menang"
1,game apa ini
5,Gamenya bagus bagus aja tapi jangan ada terlalu dark sistem
5,"seru, tapi tolong lah ngasih tim yang bener kek"
1,gem tolol
3,Tolong kasih tim sama musuh yang seimbang capek banget lose treak sering dapat tim yang nge troll sedangkan dapat musuh nya kuat² 😭
1,jaringan nya selalu lek
5,apalah setelah update sistem grafik kok malah grafik nya di kurangi tampilan Karakter jadi seperti pixel padahal sebelum nya bagus dan gak ada masalah
1,game jelek masa aku main lose streak 20 kali
1,semalam saya baru di kerjain sama operator game ini saya di buat kalah 5 kali beruntun dan ke 5 nya dapat tim nub golok dan gak ngerti bermain game ini kalian evaluasi supaya player solo seperti saya tidak kecewa kalo perlu pecat karyawan kalian yang membuat player kalian kecewa karena orang seperti itu bakal merusak citra game kalian moonton
5,serius buat hp kentang ga usah di download nanti yg ad lostrek mulu
4,"Perbaikan lagi sistem matcmakingnya masa keseringan ketemu tim yang ngetrol dan Lawannya yang bisa main, kan ga seimbang."
1,isinya dark system bikin stress doang gak guna buang2 waktu doang terus masa orang baru download gambar hero skill nya ping yang kurang stabil tim yang gak seimbang klo mau match ya seimbang liat win rate agar imbang timnya
4,game ini sangat bagus dan unik banyak Hero Hero yang keren tapi yang kesalnya aku di kasih tim dark sistem
3,"matchmaking nabrak role terus,main di glory 70+ masa tim nya ada rank yang di bawah seperti legend dan mytik main trio padahal tim musuh seimbang giliran tim sendiri lain.di dalam ingame juga sering sekali lag apalagi jika war padahal sinyal bagus hp Masi lancar,dan pernah ketemu player memakai room wangy dan citer main pt glory semua gada yang imo ataupun ex imo,ketemunya server luar 500+star padahal tidak menyalakan roket atau apapun itu dan pas ingame lag nya minta ampun,tolong di perbaiki."
3,gem bagus tapi banyak dark system'
1,"pelatihan AI nggak usah sama orang lain, udah sendiri aja, bikin susah, giliran udah usaha mereka nya nyerah, kan jadi kesal"
1,gk usah main game ini main aja honor of king dari pada game ini bayak dark sistem nya pembagian tim gk adil tim musuh pro player tim sedangkan tim kami dark sistem
5,seru wkwk malas berkata kata
2,drak siatem
5,wah seru banget karena banyak dark sistem
5,game nya seru
1,Gk bisa main. di game ini. Cuma bisa login doang bro. bagaimana cara agar bisa main game ini bro supaya lancar dan gk leg jaringanya apa perlu updet lgi kah bro apa gimana yh bro aku mau ingin bisa main game ini bro.
3,soalnya sekarang susah sekali naik bintang... suka d gabungin sm drag system akunku ini... monoton tolonglah
1,"min tolong adakan event sanrio lagi min, kalo ada lagi aku kasih bintang 5 loh🤭"
1,"kalo pengin game nya populer, ngasih tim yg bener lah moonton, kalo begini cara mu memberikan pengalaman bermain, ml suatu saat akan semakin sepi player dan pada pensi. aku sudah rela main game mu, temanku sudah pada pensi semua, cuma aku yg bertahan main game mu."
1,gw tau game paling jelek itu adalah mobile legend karena gamenya kek kartun gw tau ada pintu tapi kok pintu hanya emot pintu ya pintu bukan emote GK punya rumah GK punya pintu asli hanya punya pintu emote huhuhuhu mending ff rating lebih di banding game jelek nih
4,saya kasih 4 bintang karena masih ada yg kurang di mode offline nya tolong tambahkan mode hard di mode offline nya ok kalau mode online nya bagus sekali terimakasih
4,hy moonton biasanya yang di ban itu orang yang make cheat atau sbgai nya bisa ga yang di ban nya di tambahin contohnya dark sistem
5,sangat suka
1,Ui ini game mengerikan
1,"ngasih Team gak pernah bagus, giliran musuh dikasih keras kurang keras, GAME SAMPAH"
1,"lengah dikit di laporkan turun kredit skor padahal cuma main cl,aku jadi ga bisa main rank💔"
5,permainannya bagus sekali walaupun HPku retak retak
1,"apalah moonton gw kalah trus sampe 10× lebih, ngasih tim yg setara kek ini mah lawan jago tim sendiri bego"
1,butut
1,PINDAH GEAM AJA BAGI PELAYER BARU YG MAO MAIN MOBA UDH RUSAK GEM MATI SURI
2,Montoon gk jls
1,waktu kita terbuang banyak sekali karna nyatanya permainan ini sangat tidak sesuai
5,game busuk game gila game rusak
3,monton lol kasih lost 6 kali gak da menang tim beban dah pindah len mush nya gak ngotak turun mitik lagi maksud lu apa monton honor aja gua gak boleh apa lagi glori kasih menang lah kasih kalh mulu
1,"tim sama musuh gak seimbang, apa lagi kalau mau naek 2 bintng musuhnya sulit untuk dikalahkan dan aku sedih banget jadi naek 2 bintang..giimna dong😔"
1,udah banyak bug sering lag padahal jaringan nya ijo
5,game ini sangat bagus dan lumayan menantang karena bisa uji mental🗿
1,Tolong Montoon Berbenah. Fitur Baru ini tidak cocok dipakai Buat Hp Gaming Level Mid kebawah. Tidak semua Player dari 100 Juta pengguna itu Orang Kaya. Fitur Baru ini Buat Lag & Patah². Sebelum ada Fitur ini semua Baik Baik saja & Ini Bukan tentang Jaringan. Kembalikan Saja Fitur Lama. Kita sudah Capek seminggu Main dalam keadaan Lag. Mau diseting Ke Opsi Manapun tetap Lag. Apalagi Season Baru akan dtg 6 Hari lagi. Apa kita Mau push Rank dalam keadaan Lag ? Tolong Logika dipakai ya Montoon..
1,perbaiki lah game nya masak gw main di glory ketemu legend aneh bnget
1,"game biadab bukannya ngasih win streak malah ngasih lose trek, ketemu musuh ex imo trus"
1,"gameplay bobrok, matching non fairplay"
1,Geme nya bagus tapi coba ada versi max nya pasti bagus
1,kecewa berat Ama ni game tiap kali dia kasih win ehh ujung ujung nya lose Mulu
1,perusak hp bocil...
1,"Dear montoon, akun saya telah di banned tetapi saya tidak melakukan kesalahan apapun, akun saya telah di log in oleh hacker dan di salah gunakan, ketika saya log in di akun tersebut tiba tiba akun tersebut ter banned padahal saya tidak melakukan kecurangan apapun, tolong segera pulihkan akun saya"
5,pleywr lama mau main
1,update skin + update bug + jaringan lag + banyak event kok gak ada menu close kan kocak nih
1,hilang kan fitur lopers hehe
1,AUTO BINTANG 1. GAME CCD LAG PARAH!!
1,"matcmaking di rank glory sekarang kacau banget, sering banget kalo main solo dikasih party trio sampah, udah gitu temen yg diajaknya masih honor / mawi, parah banget woy, sesekali kalo main solo di rank glory bintang 70 keatas kasih tim yang udah immortal kek, kacau banget kalo main solo suka dikasih tim yang rank nya masih dibawah glory, bener² kacau sistem matchmaking nya 👎"
5,"Tolong moonton kasih tim yg imbang lah, masa gw kalah terus gk di Rank, Classic, Mayhem, Brawl kalah terus"
1,game ini sangat mantap
1,"bosan dapat tim ,,nga jelas ,,"
1,game rusak gua di kasih temen pokee giliran musuh di kasih temen jagoo
1,hapus GAME THAII...INI pemain solo selalu di kasih tim toxic. cuuiiih...
1,aneh tapi seru
1,"sistem lo tambah jelek aja moonton,udh dikit lagi mau imo malah di kasih tim ampass"
1,GAME APAAN INI? MASAK TIM MUSUH DI KASIH YNG GG TERUS TIM SENDIRI DI KASIH YANG GA BISA MAIN EH LU TAU G MONTTON GW 24 JAM MAIN NI GAME GA NAIK BINTANG MALAH TURUN? SARAN GW ADA KEADILANYA YA
1,"apa coba jaringan bagus tiba tiba patah patah waktu main, udah gitu penambahan untuk protektif poin rank pun ga ada. satu lagi dimohonkan untuk moonton agar matchmaking adil bagi setiap pemain cape woiii wlwl terus udah gitu win nya cuma sekali lagi, lose nya yang banyak 🙂"
1,banyak bug..dark system...
1,Monton Gak bisa memakai sekin bagai mana ni
5,keren banget game nya bagus dan keren
5,menarik
1,"ml skrng knpa monton, ngeleg' bngett monton pdhl sinyal ijoo tapi tetep ngeleg monton, tolong di perbaiki"
1,aneh akun yg biasa² aja malah disangka cheat di ban pula
1,game ga rekomend kebanyakan Player Bod SENGAJA BINTANG 1 BIAR MIKIR KLO PLAYER BOD MENDING DI BAN AJA
1,game bikin kesel. ilangin dark systrm lahh
1,ngasih tim nya beban semua
1,"sangat kecewa sama monton mmr 7708 diturun jadi 6000, monton kek pp"
1,"Maaf, semenjak update server jumping terus dan analog suka ngebug terkadang gk bisa digerakkan, tolong diperbaiki"
2,bagus.
1,"KASIH TIM ITU YG ADIL LAH SESUAI WIN RATE MASAH DIKASIH TIM BEBAN , MUSUH NYA JAGO JAGO KOMPAK"
1,MOONTON TAU KAN ORANG GLORY NABRAKNYA MANTAN lMO NGOTAK SIKIT MONTON😊
5,sangat mengubur
1,untuk sekarang off dulu udh males di permainkan moonton mulu.. nanti kalo udh ada pengaturan baru dari moonton soal tim yg darksistem bisa di musnahkan.. baru gw balik lagi.. mksih moonton udh nemenin gw 8 tahun🙏
2,"akun joki ngerusak amat, gk sesuai rangk jirr"
1,GAME HARAM
1,"GUNANYA SISTEM REPORT APA MOONTON? MAKIN BANYAK ORNG NGELUH MAKIN BANYAK YG PINDAH! AYOLAH PEMAIN AKTIF MLBB CUMA 44 JT DOANG DI INDONESIA SEKARANG, HOK SEMAKIN HARI SEMAKIN LARIS DI INDO. KITA BUKAN SKIN YG KITA CARI BOSS, PERMAINAN YANG BAIK DAN JUJUR, KALO LU KASIH TIM TROLL + JARINGAN BURUK + SISTEM REPORT YG GA ADA EFEKNYA + MOBILITAS DARI HERO2 LAIN ITU YA MASIH BANYAK YG GA JELAS! DAN JUGA EMBLEM YG BURUK TIDAK SEBANDING DENGAN ARCANA YG ADA DI HOK! MASIH BANYAK YG BERMASALAH!!"
1,gjlas main 5h ketemu drak sistem
1,alasan : Tidak suka fitur komen yang di batasi sesudah permainan berakhir 😔😪😪.
5,membantu untuk mengisi luang waktu
5,"hhe maaci montoon, anggela gajadi gacha🥰"
5,bagus
1,game yang sangat buruk.. main lose strek.. di kasih tim fider.. lawan tidak se imbang.. tim toxic. suka ngetroll.. moonton kurang respon saat player menyampaikan keluhan.
1,nonton mobile legends bisa diperbarui dong kulitnya itu harusnya sama Ultraman Zero Bima mantap
1,Sistem game ngk jelas
5,oke keren
1,game ML udah mulai rusak..
1,benerin lah sistem match making nya masak dpet tim yg gak bisa main mulu
1,"crazy games bro,, 1 stars"
1,"GAME GAJELAS, MINIMAL PERBAIKIN SISTEM MATCHMAKING NYA! KETEMU TIM DARK SISTEM MULU"
1,sisen ini gw lostrek tolong lah muntun kasih gw menang lah. pelit amat
1,afk bntr d cap afk cuih
1,game penuh dark sistem
1,hadehhhh win streak 7 kali tapi lose streak nya 15 kali... gak ngotak banget.. maaf ya tetap bintang 1
1,"udh paket data+ wiffi pdhal bisa bisanya ping bagus ttpi in game malah koneksi bermasalah. trus lgi , dark system nya makin banyak"
1,masak aku main di kasi time drak sistem terus game rusak
3,"dapet tim dark sistem terus, ini gimana, kalah terus, padahal sering top up, di benarin pemilihan timnya, kalau solo ya ketemu harus solo jangan ketemu sama yang mabar!!!"
1,main game biar ngilangin stress _X main game biar nambah stress_√ Defeaat defeett
4,deraksistem nya banyak mending gemsebelah tuh enak tanpa deraksistem
1,game rusak jangan didownload
1,sangat tidak di rekomendasikan ....ancur banget algoritma gamenya.... dan juga itu player yang buat pelanggaran harus ada penegasan hukuman...... 👎👎
1,di kasih temen dark sistem mulu
1,game sampah dan match making terburuk sepanjang masa
1,"saya baru downlaod,,terus mau main game eee dy memuat pertandingan tutorial aj setaun kayak mana nanti memuat pertandingan di rank pening lah."
3,monton pls lah jangan kasih musuh pro capek gw sumpah kapan bisa menang main tadi menang kalah nyampe seterus nya kapan sih dapet musuh mudah tapi juga banyak in skin gratis hehehe
5,oke
1,"ampas si, di kasih temen nya orang GK jelas terus. bener mending pensi aja. cape doang buang2 waktu. cukup di uninstal aja. kirain pas comeback waras. eh makin parah"
1,"Dah dah gem apa ini, tim gua oleng sedangkan tim musuh kompak, emang tin kocak ini"
5,bom saja jaringn indonesi hancurkn karna gem ml rusk jarinyanya semoga jaringn yg d buat susa paya akal lihat kbali kejamn kayu bakr
1,monton kikir
1,moonton tolong lah cape pembagian team nya ga adil dikasih dark sistem mulu cuk
1,game taek
1,"game gajelas, gada perubahan sama sekali, kau liat admin ampas, kau jgn kasih aku tim sama bukan manusia, pake matamu, dari awal season sampe skrg gajelas manusia yg kau ksh tim samaku, pdhal bukan rank kecil, gada guna semua admin kau, tau buatskin aja, muak main game kau ini tau kau."
3,Tolong dong min kondisikan jaringan ketika in game
1,perbaiki lagi team moonton gamenya gak seimbang dari segi pemilihan team kita atau tim lawan
4,masa jaringan bagus masih ngeleg
1,game taing anying keluar tiga menit jadi penonton tiga menit harus nunggu lama banget anying game burik
1,"habis update malah jadi grapik majapahit. kembalikan grapik ultra. main dari season 4 bukannya bagus malah jelek. Percuma kemaren beli skin event naruto, kalo gini waktunya pensi"
1,matchmaking gapernah adil tolol
1,yang bener ajh kocak KLO ngasih team dari kemaren gua di kasih team kocak semua cape gua padahal udah banyak yg kaya gua TPI tidak perubahan mentang mentang bagi sering bagi bagi skin ngasih team ke gitu Mulu ngapain bagi bagi skin KLO cuman pajangan lawak bener nih ml kocak!
1,gua awal gak main ini santai kalem setelah main game ini stresssss woi stresssss game stressss tim gua isinya boti musuhnya top global semua monton kenapaa monton mau disantet
1,"tolong lah monton ilangin drak sistem,dari jam 12 malam sampe pagi bintang kek gitulah, gaberubah"
1,"muntun perbaiki lagi sistem match nya, jangan cuma banyak in event masa 3x main dpt tim bot terus"
1,buang2 waktu
1,Sering update biar lebih baik lgi...seharusnya ada kategori umur untuk game ini biar tidak banyak anak kecil yang main
5,Akupadamu 😊
1,perbaiki matchmaking
5,papi muntuuun kasih aku bintang aku udah kasih bintang ⭐
1,Banyak dark sistem dan anak kecil yang ga bisa main
5,mantap suka
1,TOLONG DONG MONTOON JANGAN BUAT KAYAK GINI DONG.
1,"gue player royal dan selalu top up kalo ada event tapi lu kasih gue team ampas terus, mulai sekarang gue gak akan top up di game elu lagi moonton, lu udah salah ngelakuin ini ke gue dan lu bakal kehilangan player royal kayak gue."
5,"Bagus Banget Game ini,mantaappp jossss luarrr biyasaaaaaa"
1,game busuk
1,game asuu
1,"GAME ANJ, NGASIH DARK SYSTEM BABHI"
5,kenapa saya download ga bisa masuk waktu pelatihannya udah saya tunggu sampe 2 jam lebih ga bisa masuk'
1,"gk ada keadilan, masa rank baru naik ke mythic langsung lawan rank honor keatas"
